Topic to send: test-topic
Topic to acks: 1
Records: 80000
Size:1000
278 records sent, 55,6 records/sec (0,05 MB/sec), 17,9 ms avg latency, 634,0 ms max latency.
408 records sent, 81,2 records/sec (0,08 MB/sec), 12,3 ms avg latency, 644,0 ms max latency.
538 records sent, 105,8 records/sec (0,10 MB/sec), 9,4 ms avg latency, 213,0 ms max latency.
408 records sent, 80,1 records/sec (0,08 MB/sec), 12,5 ms avg latency, 630,0 ms max latency.
363 records sent, 72,3 records/sec (0,07 MB/sec), 13,8 ms avg latency, 633,0 ms max latency.
536 records sent, 107,2 records/sec (0,10 MB/sec), 9,3 ms avg latency, 627,0 ms max latency.
475 records sent, 93,1 records/sec (0,09 MB/sec), 10,7 ms avg latency, 213,0 ms max latency.
391 records sent, 78,2 records/sec (0,07 MB/sec), 12,8 ms avg latency, 631,0 ms max latency.
493 records sent, 96,6 records/sec (0,09 MB/sec), 10,3 ms avg latency, 619,0 ms max latency.
497 records sent, 97,2 records/sec (0,09 MB/sec), 10,3 ms avg latency, 209,0 ms max latency.
469 records sent, 92,1 records/sec (0,09 MB/sec), 10,8 ms avg latency, 620,0 ms max latency.
392 records sent, 78,2 records/sec (0,07 MB/sec), 12,8 ms avg latency, 209,0 ms max latency.
350 records sent, 68,0 records/sec (0,06 MB/sec), 14,7 ms avg latency, 628,0 ms max latency.
404 records sent, 78,0 records/sec (0,07 MB/sec), 12,8 ms avg latency, 209,0 ms max latency.
406 records sent, 78,1 records/sec (0,07 MB/sec), 12,8 ms avg latency, 624,0 ms max latency.
448 records sent, 89,1 records/sec (0,08 MB/sec), 11,2 ms avg latency, 209,0 ms max latency.
416 records sent, 83,2 records/sec (0,08 MB/sec), 12,0 ms avg latency, 637,0 ms max latency.
536 records sent, 104,1 records/sec (0,10 MB/sec), 9,6 ms avg latency, 640,0 ms max latency.
573 records sent, 102,3 records/sec (0,10 MB/sec), 9,8 ms avg latency, 647,0 ms max latency.
607 records sent, 116,8 records/sec (0,11 MB/sec), 8,6 ms avg latency, 213,0 ms max latency.
633 records sent, 121,9 records/sec (0,12 MB/sec), 8,2 ms avg latency, 209,0 ms max latency.
565 records sent, 110,1 records/sec (0,11 MB/sec), 9,1 ms avg latency, 209,0 ms max latency.
460 records sent, 91,4 records/sec (0,09 MB/sec), 10,9 ms avg latency, 231,0 ms max latency.
623 records sent, 120,1 records/sec (0,11 MB/sec), 8,3 ms avg latency, 209,0 ms max latency.
639 records sent, 122,8 records/sec (0,12 MB/sec), 8,1 ms avg latency, 209,0 ms max latency.
467 records sent, 92,3 records/sec (0,09 MB/sec), 10,8 ms avg latency, 633,0 ms max latency.
548 records sent, 107,5 records/sec (0,10 MB/sec), 9,3 ms avg latency, 209,0 ms max latency.
388 records sent, 75,3 records/sec (0,07 MB/sec), 13,3 ms avg latency, 209,0 ms max latency.
